year,palette_id,palette_name,count,percentage
2018,004,Cherry Mouse Gray,46,5.456702253855279
2018,005,Indigo Mouse Gray,94,11.150652431791222
2018,006,Willow Mouse Gray,1,0.11862396204033215
2018,007,Nightingale Brown,69,8.185053380782918
2018,008,Seaweed Brown,24,2.8469750889679717
2018,009,Navy Blue,28,3.3214709371293
2018,010,Crimson,9,1.0676156583629892
2018,011,Nightingale Green,9,1.0676156583629892
2018,012,Siskin Brown,4,0.4744958481613286
2018,014,Azuki Bean Red,2,0.2372479240806643
2018,021,Dayflower Blue,2,0.2372479240806643
2018,024,Crimson Red,3,0.35587188612099646
2018,025,Purple,1,0.11862396204033215
2018,026,Mouse Gray,58,6.880189798339265
2018,027,Ink Black,257,30.486358244365363
2018,031,Burnt Sienna,41,4.863582443653618
2018,032,Slate Blue,2,0.2372479240806643
2018,034,Coral,1,0.11862396204033215
2018,037,Olive,1,0.11862396204033215
2018,038,Maroon,5,0.5931198102016607
2019,001,Plum Mouse Gray,314,14.888572783309625
2019,002,Shrimp Brown,114,5.405405405405405
2019,003,Fukagawa Mouse Gray,58,2.750118539592224
2019,004,Cherry Mouse Gray,177,8.392603129445234
2019,005,Indigo Mouse Gray,234,11.095305832147938
2019,006,Willow Mouse Gray,9,0.4267425320056899
2019,007,Nightingale Brown,123,5.832147937411095
2019,008,Seaweed Brown,32,1.5173067804646752
2019,009,Navy Blue,73,3.4613560929350404
2019,010,Crimson,22,1.0431484115694643
2019,011,Nightingale Green,14,0.6638217164532954
2019,012,Siskin Brown,6,0.2844950213371266
2019,014,Azuki Bean Red,10,0.474158368895211
2019,016,Mustard,3,0.1422475106685633
2019,017,Peony Pink,4,0.1896633475580844
2019,020,Peach,1,0.0474158368895211
2019,021,Dayflower Blue,3,0.1422475106685633
2019,023,Light Indigo,1,0.0474158368895211
2019,024,Crimson Red,13,0.6164058795637744
2019,025,Purple,1,0.0474158368895211
