key,designer,year,season,category,image_path,palette_id,palette_name,palette_distance,mean_lightness,mean_a,mean_b,mean_saturation,color_diversity
303658,Markus Lupfer,2019,Pre-Fall,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0303658_Markus Lupfer - Pre-Fall 2019 [Collection].jpg,007,Nightingale Brown,7.471082514364069,194.07351365081155,129.74906136637583,135.74178496166107,8.234782956986184,25.608005570175678
304036,Akris,2011,Spring,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0304036_Akris - Spring 2011 Ready-to-Wear [Collection].jpg,026,Mouse Gray,13.701144867005427,155.8467256899195,131.1221480858316,123.07118256277889,15.73260579756213,27.913021667032467
303551,Moschino,2022,Pre-Fall,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0303551_Moschino - Pre-Fall 2022 [Collection].jpg,010,Crimson,11.481950730730604,136.5796658390385,180.40547516170838,155.9080523522391,63.14046691010151,32.637996020992645
304705,Ferragamo,2021,Resort,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0304705_Ferragamo - Resort 2021 [Collection].jpg,002,Shrimp Brown,7.9351052831497775,177.53397510028768,134.84006306697034,132.08700796947937,8.654535476266238,28.480127148970173
657616,Ashish,2016,Spring,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0657616_Ashish - Spring 2016 Ready-to-Wear [Collection].jpg,027,Ink Black,14.270668366420256,103.71528746223674,138.47710468987162,128.98252126436267,12.260251967779825,26.104015869362502
1241154,Chanel,2016,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_124/1241154_Chanel - Fall 2016 Ready-to-Wear [Details].jpg,007,Nightingale Brown,11.3917229764334,134.95501828520636,134.57283926226032,140.78765639844343,14.587695002177998,26.539744731399157
652292,Valentino,2019,Fall,Menswear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0652292_Valentino - Fall 2019 Menswear [Collection].jpg,027,Ink Black,10.111338180732853,120.8149563951947,133.50929031481246,127.21803118478286,7.621045662603857,35.34649385088745
1240047,Cerruti,1997,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_124/1240047_Cerruti - Fall 1997 Ready-to-Wear [Details].jpg,027,Ink Black,11.170858328795227,118.58455900011106,125.06877156842282,130.55947319502863,6.171923692278906,29.059121177689203
650398,Givenchy,2011,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0650398_Givenchy - Fall 2011 Ready-to-Wear [Front Row].jpg,027,Ink Black,8.903246981274899,96.86491959583994,128.74002755942394,130.84150940147387,3.4677521777301976,25.215836236485774
300690,Valentino,2007,Spring,Couture,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0300690_Valentino - Spring 2007 Couture [Details].jpg,005,Indigo Mouse Gray,7.163087112697346,186.65147693372387,126.48256302172102,123.79003112183555,7.51515392991908,18.12537292274043
1249818,Alexis Mabille,2013,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_124/1249818_Alexis Mabille - Fall 2013 Ready-to-Wear [Collection].jpg,027,Ink Black,11.663711953481405,152.36350592752729,136.5113606546648,130.80919356968766,10.098150995316704,31.022343435537895
305118,A.F. Vandevorst,2013,Spring,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0305118_A.F. Vandevorst - Spring 2013 Ready-to-Wear [Collection].jpg,014,Azuki Bean Red,13.135787837351952,117.62811435066072,135.70220197537196,134.4240487693336,10.59028921058817,25.88731725896295
654774,Jason Wu Collection,2018,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0654774_Jason Wu Collection - Fall 2018 Ready-to-Wear [Details].jpg,027,Ink Black,7.67510400835591,105.599431519279,128.92911226625728,129.56654579177325,6.524043093587885,24.850999131173037
302930,Rochas,2015,Spring,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0302930_Rochas - Spring 2015 Ready-to-Wear [Beauty].jpg,007,Nightingale Brown,11.26578656623479,137.99057716300587,134.49779098802304,139.06025182687134,12.884830681592303,22.862582967280755
1245538,Lako Bukia,2016,Spring,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_124/1245538_Lako Bukia - Spring 2016 Tbilisi [Collection].jpg,026,Mouse Gray,5.436069692505458,199.6719979408441,127.78763754278847,125.70922689544835,2.9652160362816335,23.39087478362052
1245144,Giambattista Valli,2021,Fall,Couture,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_124/1245144_Giambattista Valli - Fall 2021 Couture [Collection].jpg,027,Ink Black,12.844182408298279,143.4760570169673,132.70600658805134,125.76694598172321,7.972647711089758,25.941924937491734
657669,Double Rainbouu,2018,Resort,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0657669_Double Rainbouu - Resort 2018 Australia [Collection].jpg,027,Ink Black,11.592476047752111,82.33897246783668,137.17703384319546,124.00313660888463,15.52823095967196,30.75495724677369
302088,Martine Sitbon,2000,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0302088_Martine Sitbon - Fall 2000 Ready-to-Wear [Collection].jpg,027,Ink Black,12.333490937198395,67.35538964516142,137.73468559030164,128.0820840305548,9.92490916487508,22.359910422427827
307237,Dsquared2,2013,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0307237_Dsquared2 - Fall 2013 Ready-to-Wear [Collection].jpg,027,Ink Black,10.46093993909106,104.68900864088194,132.6281051236808,128.60051262274112,6.037242436619995,25.526964688852498
1240156,Christian Dior,2006,Spring,Couture,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_124/1240156_Christian Dior - Spring 2006 Couture [Details].jpg,027,Ink Black,13.974558303421002,47.94417578628723,138.69826641214524,134.7572851079737,14.084565711878561,27.789444303177817
655345,Fashion East,2022,Spring,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0655345_Fashion East - Spring 2022 Ready-to-Wear [Collection].jpg,026,Mouse Gray,4.669625568656394,179.7273589902329,127.84638776364218,130.59954990457808,4.9826943675285476,23.130759890173607
657652,Mistergentleman,2019,Fall,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0657652_Mistergentleman - Fall 2019 Tokyo [Collection].jpg,008,Seaweed Brown,15.55367543333937,139.82185633715176,110.43365115394872,149.16852306523933,28.343976915096757,29.024766810783078
652682,Thakoon,2015,Spring,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0652682_Thakoon - Spring 2015 Ready-to-Wear [Details].jpg,027,Ink Black,10.83872631244718,115.24680012425793,128.80437004752326,129.29750784526743,10.905709412743319,28.25567840836472
309025,Rochas,2011,Pre-Fall,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0309025_Rochas - Pre-Fall 2011 [Collection].jpg,008,Seaweed Brown,5.539018239688225,167.31020095346724,123.16587826722093,132.69172419355473,8.0262012206116,23.6572297837412
309020,Oscar de la Renta,2022,Resort,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0309020_Oscar de la Renta - Resort 2022 [Collection].jpg,008,Seaweed Brown,13.187520875934078,164.28533655708074,122.14205069921844,138.8408912697999,20.867029667674267,26.77748466124541
1249343,Re/Done,2020,Fall,Menswear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_124/1249343_ReDone - Fall 2020 Menswear [Collection].jpg,009,Navy Blue,5.165055122411481,113.55992934223273,121.5861407385707,110.56250006009128,18.826423010146733,18.479789185394758
300593,Suno,2015,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0300593_Suno - Fall 2015 Ready-to-Wear [Collection].jpg,026,Mouse Gray,8.161082233831564,177.12701931455442,128.06330893601333,126.16771943749883,2.670546060411918,26.444043135632327
650843,Greta Constantine,2023,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0650843_Greta Constantine - Fall 2023 Ready-to-Wear [Collection].jpg,027,Ink Black,13.94224128999433,89.63915976628334,133.94483216921014,127.77044984712757,12.19714655433411,28.566744359651608
655517,Pringle of Scotland,2020,Resort,,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_065/0655517_Pringle of Scotland - Resort 2020 [Collection].jpg,007,Nightingale Brown,13.67066973590691,102.93681536934093,124.9959029038765,144.46920957818378,17.1650835138584,26.370920555708192
1241875,Moncler Grenoble,2016,Fall,Ready-to-Wear,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_124/1241875_Moncler Grenoble - Fall 2016 Ready-to-Wear [Collection].jpg,027,Ink Black,10.472708346133825,78.69827721942048,130.41717265866095,137.18781237744662,11.39794489113595,25.505593787121583
300651,Christian Dior,2009,Spring,Couture,/Users/richienodollar/Desktop/stats master/ws25/css/project_css/vogue_runway_030/0300651_Christian Dior - Spring 2009 Couture [Collection].jpg,027,Ink Black,10.115545685761365,119.60933808837916,128.62684721408084,132.33193638646713,10.837613052387395,23.030046761674196
